date,sku,units,price,on_promo
2025-06-19,WIDGET-BLUE,23,19.99,1
2025-06-19,WIDGET-RED,19,19.99,0
2025-06-20,CABLE-USBC,49,9.99,0
2025-06-20,CASE-CLEAR,11,14.99,0
2025-06-20,CHARGER-65W,20,39.99,0
2025-06-20,GADGET-MINI,2,24.99,0
2025-06-20,GADGET-PRO,16,49.99,0
2025-06-20,SCREEN-GUARD,14,12.99,0
2025-06-20,STAND-ALU,7,29.99,0
2025-06-20,STICKER-PACK,2,4.99,0
2025-06-20,WIDGET-BLUE,18,19.99,0
2025-06-20,WIDGET-RED,27,19.99,0
2025-06-21,CABLE-USBC,36,9.99,0
2025-06-21,CASE-CLEAR,1,14.99,0
2025-06-21,CHARGER-65W,23,39.99,0
2025-06-21,GADGET-MINI,13,24.99,0
2025-06-21,GADGET-PRO,12,49.99,0
2025-06-21,SCREEN-GUARD,16,12.99,0
2025-06-21,STICKER-PACK,5,4.99,0
2025-06-21,WIDGET-BLUE,16,19.99,0
2025-06-21,WIDGET-RED,24,19.99,0
2025-06-22,CABLE-USBC,51,9.99,0
2025-06-22,CASE-CLEAR,13,14.99,0
2025-06-22,CHARGER-65W,6,39.99,0
2025-06-22,GADGET-MINI,9,24.99,0
2025-06-22,GADGET-PRO,21,49.99,0
2025-06-22,SCREEN-GUARD,13,12.99,0
2025-06-22,STAND-ALU,3,29.99,0
2025-06-22,STICKER-PACK,12,4.99,0
2025-06-22,WIDGET-BLUE,28,19.99,0
2025-06-22,WIDGET-RED,27,19.99,0
2025-06-23,CABLE-USBC,36,9.99,0
2025-06-23,CASE-CLEAR,14,14.99,0
2025-06-23,CHARGER-65W,8,39.99,0
2025-06-23,GADGET-MINI,6,24.99,0
2025-06-23,GADGET-PRO,10,49.99,0
2025-06-23,SCREEN-GUARD,15,12.99,0
2025-06-23,STAND-ALU,4,29.99,0
2025-06-23,STICKER-PACK,2,4.99,0
2025-06-23,WIDGET-BLUE,15,19.99,0
2025-06-23,WIDGET-RED,31,19.99,0
2025-06-24,CABLE-USBC,35,9.99,0
2025-06-24,CASE-CLEAR,19,14.99,0
2025-06-24,CHARGER-65W,9,39.99,0
2025-06-24,GADGET-MINI,10,24.99,0
2025-06-24,GADGET-PRO,5,49.99,0
2025-06-24,SCREEN-GUARD,6,12.99,0
2025-06-24,STAND-ALU,3,29.99,1
2025-06-24,STICKER-PACK,9,4.99,0
2025-06-24,WIDGET-BLUE,24,19.99,0
2025-06-24,WIDGET-RED,20,19.99,0
2025-06-25,CABLE-USBC,46,9.99,0
2025-06-25,CASE-CLEAR,9,14.99,0
2025-06-25,CHARGER-65W,6,39.99,0
2025-06-25,GADGET-MINI,15,24.99,0
2025-06-25,GADGET-PRO,16,49.99,0
2025-06-25,SCREEN-GUARD,5,12.99,0
2025-06-25,STAND-ALU,7,29.99,0
2025-06-25,WIDGET-BLUE,24,19.99,0
2025-06-25,WIDGET-RED,17,19.99,0
2025-06-26,CABLE-USBC,44,9.99,0
2025-06-26,CASE-CLEAR,12,14.99,0
2025-06-26,CHARGER-65W,14,39.99,0
2025-06-26,GADGET-MINI,19,24.99,0
2025-06-26,GADGET-PRO,7,49.99,0
2025-06-26,SCREEN-GUARD,13,12.99,0
2025-06-26,STICKER-PACK,5,4.99,0
2025-06-26,WIDGET-BLUE,18,19.99,0
2025-06-26,WIDGET-RED,24,19.99,0
2025-06-27,CABLE-USBC,64,9.99,0
2025-06-27,CASE-CLEAR,5,14.99,0
2025-06-27,CHARGER-65W,8,39.99,0
2025-06-27,GADGET-MINI,8,24.99,0
2025-06-27,GADGET-PRO,11,49.99,0
2025-06-27,SCREEN-GUARD,9,12.99,0
2025-06-27,STAND-ALU,1,29.99,0
2025-06-27,STICKER-PACK,8,4.99,0
2025-06-27,WIDGET-BLUE,23,19.99,0
2025-06-27,WIDGET-RED,22,19.99,0
2025-06-28,CABLE-USBC,29,9.99,0
2025-06-28,CASE-CLEAR,7,14.99,0
2025-06-28,CHARGER-65W,18,39.99,0
2025-06-28,GADGET-MINI,10,24.99,0
2025-06-28,GADGET-PRO,10,49.99,0
2025-06-28,SCREEN-GUARD,25,12.99,0
2025-06-28,STAND-ALU,5,29.99,0
2025-06-28,STICKER-PACK,6,4.99,0
2025-06-28,WIDGET-BLUE,34,19.99,0
2025-06-28,WIDGET-RED,21,19.99,0
2025-06-29,CABLE-USBC,47,9.99,0
2025-06-29,CASE-CLEAR,30,14.99,1
2025-06-29,CHARGER-65W,34,39.99,0
2025-06-29,GADGET-MINI,9,24.99,0
2025-06-29,GADGET-PRO,33,49.99,0
2025-06-29,SCREEN-GUARD,21,12.99,0
2025-06-29,STAND-ALU,5,29.99,0
2025-06-29,STICKER-PACK,3,4.99,0
2025-06-29,WIDGET-BLUE,25,19.99,0
2025-06-29,WIDGET-RED,53,19.99,1
2025-06-30,CABLE-USBC,51,9.99,0
2025-06-30,CHARGER-65W,20,39.99,0
2025-06-30,GADGET-MINI,10,24.99,0
2025-06-30,GADGET-PRO,21,49.99,0
2025-06-30,SCREEN-GUARD,4,12.99,0
2025-06-30,STAND-ALU,2,29.99,0
2025-06-30,STICKER-PACK,2,4.99,0
2025-06-30,WIDGET-BLUE,33,19.99,0
2025-06-30,WIDGET-RED,9,19.99,0
2025-07-01,CABLE-USBC,66,9.99,0
2025-07-01,CASE-CLEAR,5,14.99,0
2025-07-01,CHARGER-65W,34,39.99,0
2025-07-01,GADGET-MINI,8,24.99,0
2025-07-01,GADGET-PRO,31,49.99,0
2025-07-01,SCREEN-GUARD,9,12.99,0
2025-07-01,STAND-ALU,13,29.99,0
2025-07-01,STICKER-PACK,2,4.99,0
2025-07-01,WIDGET-BLUE,23,19.99,0
2025-07-01,WIDGET-RED,24,19.99,0
2025-07-02,CABLE-USBC,59,9.99,0
2025-07-02,CASE-CLEAR,14,14.99,0
2025-07-02,CHARGER-65W,14,39.99,0
2025-07-02,GADGET-MINI,8,24.99,0
2025-07-02,GADGET-PRO,17,49.99,0
2025-07-02,SCREEN-GUARD,8,12.99,0
2025-07-02,STAND-ALU,6,29.99,0
2025-07-02,STICKER-PACK,1,4.99,0
2025-07-02,WIDGET-BLUE,40,19.99,0
2025-07-02,WIDGET-RED,34,19.99,0
2025-07-03,CABLE-USBC,60,9.99,0
2025-07-03,CASE-CLEAR,6,14.99,0
2025-07-03,CHARGER-65W,10,39.99,0
2025-07-03,GADGET-MINI,16,24.99,0
2025-07-03,GADGET-PRO,14,49.99,0
2025-07-03,SCREEN-GUARD,4,12.99,1
2025-07-03,STICKER-PACK,5,4.99,0
2025-07-03,WIDGET-BLUE,19,19.99,0
2025-07-03,WIDGET-RED,24,19.99,0
2025-07-04,CABLE-USBC,39,9.99,0
2025-07-04,CASE-CLEAR,8,14.99,0
2025-07-04,CHARGER-65W,13,39.99,0
2025-07-04,GADGET-MINI,16,24.99,0
2025-07-04,GADGET-PRO,8,49.99,0
2025-07-04,SCREEN-GUARD,10,12.99,0
2025-07-04,STICKER-PACK,10,4.99,0
2025-07-04,WIDGET-BLUE,15,19.99,0
2025-07-04,WIDGET-RED,22,19.99,0
2025-07-05,CABLE-USBC,40,9.99,0
2025-07-05,CASE-CLEAR,15,14.99,0
2025-07-05,CHARGER-65W,23,39.99,0
2025-07-05,GADGET-MINI,11,24.99,0
2025-07-05,GADGET-PRO,21,49.99,0
2025-07-05,SCREEN-GUARD,7,12.99,0
2025-07-05,STAND-ALU,1,29.99,0
2025-07-05,STICKER-PACK,1,4.99,0
2025-07-05,WIDGET-BLUE,27,19.99,0
2025-07-05,WIDGET-RED,33,19.99,0
2025-07-06,CABLE-USBC,47,9.99,0
2025-07-06,CASE-CLEAR,20,14.99,0
2025-07-06,CHARGER-65W,20,39.99,0
2025-07-06,GADGET-MINI,8,24.99,0
2025-07-06,GADGET-PRO,15,49.99,0
2025-07-06,SCREEN-GUARD,7,12.99,0
2025-07-06,STAND-ALU,5,29.99,0
2025-07-06,STICKER-PACK,5,4.99,0
2025-07-06,WIDGET-BLUE,27,19.99,0
2025-07-06,WIDGET-RED,24,19.99,0
2025-07-07,CABLE-USBC,39,9.99,0
2025-07-07,CASE-CLEAR,6,14.99,0
2025-07-07,CHARGER-65W,14,39.99,0
2025-07-07,GADGET-MINI,9,24.99,0
2025-07-07,GADGET-PRO,9,49.99,0
2025-07-07,SCREEN-GUARD,4,12.99,0
2025-07-07,STAND-ALU,6,29.99,0
2025-07-07,STICKER-PACK,3,4.99,0
2025-07-07,WIDGET-BLUE,15,19.99,0
2025-07-07,WIDGET-RED,20,19.99,0
2025-07-08,CABLE-USBC,35,9.99,0
2025-07-08,CASE-CLEAR,5,14.99,1
2025-07-08,CHARGER-65W,9,39.99,0
2025-07-08,GADGET-MINI,12,24.99,0
2025-07-08,GADGET-PRO,13,49.99,0
2025-07-08,SCREEN-GUARD,7,12.99,0
2025-07-08,STICKER-PACK,3,4.99,0
2025-07-08,WIDGET-BLUE,15,19.99,0
2025-07-08,WIDGET-RED,25,19.99,0
2025-07-09,CABLE-USBC,65,9.99,0
2025-07-09,CASE-CLEAR,5,14.99,0
2025-07-09,CHARGER-65W,13,39.99,0
2025-07-09,GADGET-MINI,6,24.99,0
2025-07-09,GADGET-PRO,12,49.99,0
2025-07-09,SCREEN-GUARD,13,12.99,1
2025-07-09,STAND-ALU,1,29.99,0
2025-07-09,STICKER-PACK,3,4.99,0
2025-07-09,WIDGET-BLUE,27,19.99,0
2025-07-09,WIDGET-RED,22,19.99,0
2025-07-10,CABLE-USBC,57,9.99,0
2025-07-10,CASE-CLEAR,8,14.99,0
2025-07-10,CHARGER-65W,6,39.99,0
2025-07-10,GADGET-MINI,17,24.99,0
2025-07-10,GADGET-PRO,22,49.99,0
2025-07-10,SCREEN-GUARD,17,12.99,0
2025-07-10,STICKER-PACK,7,4.99,0
2025-07-10,WIDGET-BLUE,36,19.99,0
2025-07-10,WIDGET-RED,19,19.99,0
2025-07-11,CABLE-USBC,35,9.99,0
2025-07-11,CASE-CLEAR,14,14.99,1
2025-07-11,CHARGER-65W,18,39.99,0
2025-07-11,GADGET-MINI,9,24.99,0
2025-07-11,GADGET-PRO,28,49.99,0
2025-07-11,SCREEN-GUARD,10,12.99,0
2025-07-11,STAND-ALU,2,29.99,0
2025-07-11,STICKER-PACK,3,4.99,0
2025-07-11,WIDGET-BLUE,21,19.99,0
2025-07-11,WIDGET-RED,13,19.99,0
2025-07-12,CABLE-USBC,48,9.99,0
2025-07-12,CASE-CLEAR,12,14.99,0
2025-07-12,CHARGER-65W,17,39.99,0
2025-07-12,GADGET-MINI,7,24.99,0
2025-07-12,GADGET-PRO,13,49.99,0
2025-07-12,SCREEN-GUARD,7,12.99,0
2025-07-12,STAND-ALU,3,29.99,0
2025-07-12,STICKER-PACK,7,4.99,0
2025-07-12,WIDGET-BLUE,30,19.99,0
2025-07-12,WIDGET-RED,21,19.99,0
2025-07-13,CABLE-USBC,54,9.99,0
2025-07-13,CASE-CLEAR,4,14.99,0
2025-07-13,CHARGER-65W,5,39.99,0
2025-07-13,GADGET-MINI,9,24.99,0
2025-07-13,GADGET-PRO,14,49.99,0
2025-07-13,SCREEN-GUARD,9,12.99,0
2025-07-13,STAND-ALU,6,29.99,0
2025-07-13,STICKER-PACK,6,4.99,0
2025-07-13,WIDGET-BLUE,21,19.99,0
2025-07-13,WIDGET-RED,26,19.99,0
2025-07-14,CABLE-USBC,44,9.99,0
2025-07-14,CASE-CLEAR,15,14.99,0
2025-07-14,CHARGER-65W,8,39.99,0
2025-07-14,GADGET-MINI,8,24.99,0
2025-07-14,GADGET-PRO,20,49.99,0
2025-07-14,SCREEN-GUARD,13,12.99,0
2025-07-14,STAND-ALU,3,29.99,0
2025-07-14,STICKER-PACK,1,4.99,0
2025-07-14,WIDGET-BLUE,15,19.99,0
2025-07-14,WIDGET-RED,28,19.99,0
2025-07-15,CABLE-USBC,85,9.99,0
2025-07-15,CASE-CLEAR,13,14.99,0
2025-07-15,CHARGER-65W,7,39.99,0
2025-07-15,GADGET-MINI,12,24.99,0
2025-07-15,GADGET-PRO,25,49.99,0
2025-07-15,SCREEN-GUARD,23,12.99,0
2025-07-15,STAND-ALU,2,29.99,0
2025-07-15,STICKER-PACK,3,4.99,0
2025-07-15,WIDGET-BLUE,34,19.99,0
2025-07-15,WIDGET-RED,60,19.99,1
2025-07-16,CABLE-USBC,63,9.99,0
2025-07-16,CASE-CLEAR,16,14.99,0
2025-07-16,CHARGER-65W,15,39.99,0
2025-07-16,GADGET-MINI,15,24.99,0
2025-07-16,GADGET-PRO,26,49.99,0
2025-07-16,SCREEN-GUARD,3,12.99,0
2025-07-16,STAND-ALU,3,29.99,0
2025-07-16,STICKER-PACK,6,4.99,0
2025-07-16,WIDGET-BLUE,54,19.99,0
2025-07-16,WIDGET-RED,43,19.99,0
2025-07-17,CABLE-USBC,40,9.99,0
2025-07-17,CASE-CLEAR,4,14.99,1
2025-07-17,CHARGER-65W,9,39.99,0
2025-07-17,GADGET-MINI,7,24.99,0
2025-07-17,GADGET-PRO,20,49.99,0
2025-07-17,SCREEN-GUARD,9,12.99,0
2025-07-17,STAND-ALU,3,29.99,0
2025-07-17,STICKER-PACK,2,4.99,0
2025-07-17,WIDGET-BLUE,16,19.99,0
2025-07-17,WIDGET-RED,20,19.99,0
2025-07-18,CABLE-USBC,34,9.99,0
2025-07-18,CASE-CLEAR,3,14.99,0
2025-07-18,CHARGER-65W,18,39.99,0
2025-07-18,GADGET-MINI,17,24.99,0
2025-07-18,GADGET-PRO,15,49.99,0
2025-07-18,SCREEN-GUARD,7,12.99,0
2025-07-18,STAND-ALU,2,29.99,0
2025-07-18,STICKER-PACK,8,4.99,0
2025-07-18,WIDGET-BLUE,29,19.99,0
2025-07-18,WIDGET-RED,26,19.99,0
2025-07-19,CABLE-USBC,40,9.99,0
2025-07-19,CASE-CLEAR,6,14.99,0
2025-07-19,CHARGER-65W,4,39.99,0
2025-07-19,GADGET-MINI,8,24.99,0
2025-07-19,GADGET-PRO,18,49.99,0
2025-07-19,SCREEN-GUARD,3,12.99,0
2025-07-19,STAND-ALU,6,29.99,0
2025-07-19,STICKER-PACK,6,4.99,0
2025-07-19,WIDGET-BLUE,20,19.99,0
2025-07-19,WIDGET-RED,30,19.99,0
2025-07-20,CABLE-USBC,50,9.99,0
2025-07-20,CASE-CLEAR,3,14.99,0
2025-07-20,CHARGER-65W,12,39.99,0
2025-07-20,GADGET-MINI,2,24.99,0
2025-07-20,GADGET-PRO,30,49.99,0
2025-07-20,SCREEN-GUARD,12,12.99,0
2025-07-20,STICKER-PACK,5,4.99,0
2025-07-20,WIDGET-BLUE,27,19.99,0
2025-07-20,WIDGET-RED,48,19.99,0
2025-07-21,CABLE-USBC,43,9.99,0
2025-07-21,CASE-CLEAR,6,14.99,0
2025-07-21,CHARGER-65W,17,39.99,0
2025-07-21,GADGET-MINI,14,24.99,0
2025-07-21,GADGET-PRO,22,49.99,0
2025-07-21,SCREEN-GUARD,16,12.99,0
2025-07-21,STAND-ALU,1,29.99,0
2025-07-21,STICKER-PACK,2,4.99,0
2025-07-21,WIDGET-BLUE,12,19.99,0
2025-07-21,WIDGET-RED,22,19.99,0
2025-07-22,CABLE-USBC,39,9.99,0
2025-07-22,CASE-CLEAR,15,14.99,0
2025-07-22,CHARGER-65W,11,39.99,0
2025-07-22,GADGET-MINI,7,24.99,0
2025-07-22,GADGET-PRO,11,49.99,0
2025-07-22,SCREEN-GUARD,4,12.99,0
2025-07-22,STAND-ALU,6,29.99,0
2025-07-22,STICKER-PACK,12,4.99,0
2025-07-22,WIDGET-BLUE,11,19.99,0
2025-07-22,WIDGET-RED,15,19.99,0
2025-07-23,CABLE-USBC,48,9.99,0
2025-07-23,CASE-CLEAR,6,14.99,0
2025-07-23,CHARGER-65W,7,39.99,0
2025-07-23,GADGET-MINI,8,24.99,0
2025-07-23,GADGET-PRO,21,49.99,0
2025-07-23,SCREEN-GUARD,26,12.99,0
2025-07-23,STAND-ALU,3,29.99,0
2025-07-23,STICKER-PACK,4,4.99,0
2025-07-23,WIDGET-BLUE,15,19.99,0
2025-07-23,WIDGET-RED,23,19.99,0
2025-07-24,CABLE-USBC,48,9.99,0
2025-07-24,CASE-CLEAR,3,14.99,0
2025-07-24,CHARGER-65W,28,39.99,0
2025-07-24,GADGET-MINI,10,24.99,0
2025-07-24,GADGET-PRO,10,49.99,0
2025-07-24,SCREEN-GUARD,9,12.99,0
2025-07-24,STAND-ALU,2,29.99,0
2025-07-24,WIDGET-BLUE,24,19.99,0
2025-07-24,WIDGET-RED,31,19.99,0
2025-07-25,CABLE-USBC,38,9.99,0
2025-07-25,CASE-CLEAR,17,14.99,0
2025-07-25,CHARGER-65W,8,39.99,0
2025-07-25,GADGET-MINI,9,24.99,0
2025-07-25,GADGET-PRO,15,49.99,0
2025-07-25,SCREEN-GUARD,13,12.99,0
2025-07-25,STAND-ALU,1,29.99,0
2025-07-25,STICKER-PACK,4,4.99,0
2025-07-25,WIDGET-BLUE,27,19.99,0
2025-07-25,WIDGET-RED,14,19.99,0
2025-07-26,CABLE-USBC,21,9.99,0
2025-07-26,CASE-CLEAR,6,14.99,0
2025-07-26,CHARGER-65W,14,39.99,0
2025-07-26,GADGET-MINI,4,24.99,0
2025-07-26,GADGET-PRO,24,49.99,0
2025-07-26,SCREEN-GUARD,10,12.99,0
2025-07-26,STAND-ALU,4,29.99,0
2025-07-26,STICKER-PACK,3,4.99,0
2025-07-26,WIDGET-BLUE,29,19.99,0
2025-07-26,WIDGET-RED,23,19.99,0
2025-07-27,CABLE-USBC,44,9.99,0
2025-07-27,CASE-CLEAR,14,14.99,0
2025-07-27,CHARGER-65W,19,39.99,0
2025-07-27,GADGET-MINI,9,24.99,0
2025-07-27,GADGET-PRO,27,49.99,0
2025-07-27,SCREEN-GUARD,7,12.99,0
2025-07-27,STAND-ALU,1,29.99,0
2025-07-27,STICKER-PACK,5,4.99,0
2025-07-27,WIDGET-BLUE,24,19.99,0
2025-07-27,WIDGET-RED,32,19.99,0
2025-07-28,CABLE-USBC,50,9.99,0
2025-07-28,CASE-CLEAR,7,14.99,0
2025-07-28,CHARGER-65W,15,39.99,0
2025-07-28,GADGET-MINI,7,24.99,0
2025-07-28,GADGET-PRO,8,49.99,0
2025-07-28,SCREEN-GUARD,6,12.99,0
2025-07-28,STAND-ALU,3,29.99,1
2025-07-28,STICKER-PACK,10,4.99,0
2025-07-28,WIDGET-BLUE,30,19.99,0
2025-07-28,WIDGET-RED,27,19.99,0
2025-07-29,CABLE-USBC,48,9.99,0
2025-07-29,CASE-CLEAR,5,14.99,0
2025-07-29,CHARGER-65W,9,39.99,0
2025-07-29,GADGET-MINI,5,24.99,0
2025-07-29,GADGET-PRO,37,49.99,1
2025-07-29,SCREEN-GUARD,4,12.99,0
2025-07-29,STAND-ALU,4,29.99,0
2025-07-29,STICKER-PACK,1,4.99,0
2025-07-29,WIDGET-BLUE,21,19.99,0
2025-07-29,WIDGET-RED,23,19.99,0
2025-07-30,CABLE-USBC,63,9.99,0
2025-07-30,CASE-CLEAR,3,14.99,0
2025-07-30,CHARGER-65W,14,39.99,0
2025-07-30,GADGET-MINI,16,24.99,0
2025-07-30,GADGET-PRO,13,49.99,0
2025-07-30,SCREEN-GUARD,4,12.99,0
2025-07-30,STAND-ALU,3,29.99,0
2025-07-30,WIDGET-BLUE,18,19.99,0
2025-07-30,WIDGET-RED,23,19.99,0
2025-07-31,CABLE-USBC,44,9.99,0
2025-07-31,CASE-CLEAR,4,14.99,0
2025-07-31,CHARGER-65W,19,39.99,0
2025-07-31,GADGET-MINI,9,24.99,0
2025-07-31,GADGET-PRO,18,49.99,0
2025-07-31,SCREEN-GUARD,13,12.99,0
2025-07-31,STAND-ALU,2,29.99,0
2025-07-31,STICKER-PACK,5,4.99,0
2025-07-31,WIDGET-BLUE,16,19.99,0
2025-07-31,WIDGET-RED,17,19.99,0
2025-08-01,CABLE-USBC,94,9.99,0
2025-08-01,CASE-CLEAR,7,14.99,0
2025-08-01,CHARGER-65W,21,39.99,0
2025-08-01,GADGET-MINI,12,24.99,0
2025-08-01,GADGET-PRO,12,49.99,0
2025-08-01,SCREEN-GUARD,13,12.99,1
2025-08-01,STAND-ALU,2,29.99,0
2025-08-01,STICKER-PACK,1,4.99,0
2025-08-01,WIDGET-BLUE,17,19.99,0
2025-08-01,WIDGET-RED,32,19.99,0
2025-08-02,CABLE-USBC,55,9.99,0
2025-08-02,CASE-CLEAR,1,14.99,0
2025-08-02,CHARGER-65W,17,39.99,0
2025-08-02,GADGET-MINI,15,24.99,0
2025-08-02,GADGET-PRO,23,49.99,0
2025-08-02,SCREEN-GUARD,7,12.99,1
2025-08-02,STAND-ALU,4,29.99,0
2025-08-02,WIDGET-BLUE,30,19.99,0
2025-08-02,WIDGET-RED,33,19.99,0
2025-08-03,CABLE-USBC,45,9.99,0
2025-08-03,CASE-CLEAR,8,14.99,0
2025-08-03,CHARGER-65W,10,39.99,0
2025-08-03,GADGET-MINI,5,24.99,0
2025-08-03,GADGET-PRO,15,49.99,0
2025-08-03,SCREEN-GUARD,12,12.99,0
2025-08-03,STAND-ALU,13,29.99,0
2025-08-03,STICKER-PACK,1,4.99,0
2025-08-03,WIDGET-BLUE,29,19.99,0
2025-08-03,WIDGET-RED,25,19.99,0
2025-08-04,CABLE-USBC,53,9.99,0
2025-08-04,CASE-CLEAR,16,14.99,0
2025-08-04,CHARGER-65W,3,39.99,0
2025-08-04,GADGET-MINI,8,24.99,0
2025-08-04,GADGET-PRO,7,49.99,0
2025-08-04,SCREEN-GUARD,6,12.99,0
2025-08-04,STAND-ALU,8,29.99,0
2025-08-04,STICKER-PACK,3,4.99,0
2025-08-04,WIDGET-BLUE,16,19.99,0
2025-08-04,WIDGET-RED,24,19.99,0
2025-08-05,CABLE-USBC,57,9.99,0
2025-08-05,CASE-CLEAR,3,14.99,0
2025-08-05,CHARGER-65W,10,39.99,0
2025-08-05,GADGET-MINI,5,24.99,0
2025-08-05,GADGET-PRO,25,49.99,0
2025-08-05,SCREEN-GUARD,6,12.99,0
2025-08-05,STAND-ALU,3,29.99,0
2025-08-05,STICKER-PACK,4,4.99,0
2025-08-05,WIDGET-BLUE,17,19.99,0
2025-08-05,WIDGET-RED,27,19.99,0
2025-08-06,CABLE-USBC,42,9.99,0
2025-08-06,CASE-CLEAR,6,14.99,0
2025-08-06,CHARGER-65W,14,39.99,0
2025-08-06,GADGET-MINI,33,24.99,1
2025-08-06,GADGET-PRO,32,49.99,1
2025-08-06,SCREEN-GUARD,3,12.99,0
2025-08-06,STAND-ALU,12,29.99,1
2025-08-06,STICKER-PACK,1,4.99,0
2025-08-06,WIDGET-BLUE,22,19.99,0
2025-08-06,WIDGET-RED,17,19.99,0
2025-08-07,CABLE-USBC,47,9.99,0
2025-08-07,CASE-CLEAR,23,14.99,0
2025-08-07,CHARGER-65W,7,39.99,0
2025-08-07,GADGET-MINI,7,24.99,0
2025-08-07,GADGET-PRO,24,49.99,0
2025-08-07,SCREEN-GUARD,4,12.99,0
2025-08-07,STICKER-PACK,12,4.99,0
2025-08-07,WIDGET-BLUE,29,19.99,0
2025-08-07,WIDGET-RED,16,19.99,0
2025-08-08,CABLE-USBC,29,9.99,0
2025-08-08,CASE-CLEAR,33,14.99,1
2025-08-08,CHARGER-65W,11,39.99,0
2025-08-08,GADGET-MINI,8,24.99,0
2025-08-08,GADGET-PRO,14,49.99,0
2025-08-08,SCREEN-GUARD,5,12.99,0
2025-08-08,STAND-ALU,9,29.99,0
2025-08-08,WIDGET-BLUE,21,19.99,0
2025-08-08,WIDGET-RED,13,19.99,0
2025-08-09,CABLE-USBC,50,9.99,0
2025-08-09,CASE-CLEAR,5,14.99,0
2025-08-09,CHARGER-65W,9,39.99,0
2025-08-09,GADGET-MINI,14,24.99,0
2025-08-09,GADGET-PRO,31,49.99,0
2025-08-09,SCREEN-GUARD,5,12.99,0
2025-08-09,STICKER-PACK,6,4.99,1
2025-08-09,WIDGET-BLUE,31,19.99,0
2025-08-09,WIDGET-RED,20,19.99,0
2025-08-10,CABLE-USBC,51,9.99,0
2025-08-10,CASE-CLEAR,14,14.99,0
2025-08-10,CHARGER-65W,16,39.99,0
2025-08-10,GADGET-MINI,6,24.99,0
2025-08-10,GADGET-PRO,20,49.99,0
2025-08-10,SCREEN-GUARD,10,12.99,0
2025-08-10,STAND-ALU,6,29.99,0
2025-08-10,STICKER-PACK,3,4.99,0
2025-08-10,WIDGET-BLUE,11,19.99,0
2025-08-10,WIDGET-RED,33,19.99,0
2025-08-11,CABLE-USBC,40,9.99,0
2025-08-11,CASE-CLEAR,12,14.99,0
2025-08-11,CHARGER-65W,14,39.99,0
2025-08-11,GADGET-MINI,16,24.99,0
2025-08-11,GADGET-PRO,11,49.99,0
2025-08-11,SCREEN-GUARD,17,12.99,0
2025-08-11,STICKER-PACK,2,4.99,0
2025-08-11,WIDGET-BLUE,19,19.99,0
2025-08-11,WIDGET-RED,17,19.99,0
2025-08-12,CABLE-USBC,31,9.99,0
2025-08-12,CASE-CLEAR,15,14.99,1
2025-08-12,CHARGER-65W,20,39.99,0
2025-08-12,GADGET-MINI,45,24.99,1
2025-08-12,GADGET-PRO,14,49.99,0
2025-08-12,SCREEN-GUARD,4,12.99,0
2025-08-12,STAND-ALU,1,29.99,0
2025-08-12,STICKER-PACK,12,4.99,0
2025-08-12,WIDGET-BLUE,31,19.99,0
2025-08-12,WIDGET-RED,21,19.99,0
2025-08-13,CABLE-USBC,39,9.99,0
2025-08-13,CASE-CLEAR,3,14.99,0
2025-08-13,CHARGER-65W,7,39.99,0
2025-08-13,GADGET-MINI,11,24.99,0
2025-08-13,GADGET-PRO,30,49.99,0
2025-08-13,SCREEN-GUARD,15,12.99,0
2025-08-13,STICKER-PACK,3,4.99,0
2025-08-13,WIDGET-BLUE,39,19.99,0
2025-08-13,WIDGET-RED,23,19.99,0
2025-08-14,CABLE-USBC,55,9.99,0
2025-08-14,CASE-CLEAR,5,14.99,0
2025-08-14,CHARGER-65W,6,39.99,0
2025-08-14,GADGET-MINI,6,24.99,0
2025-08-14,GADGET-PRO,13,49.99,0
2025-08-14,SCREEN-GUARD,16,12.99,0
2025-08-14,STAND-ALU,3,29.99,0
2025-08-14,STICKER-PACK,4,4.99,0
2025-08-14,WIDGET-BLUE,28,19.99,0
2025-08-14,WIDGET-RED,25,19.99,0
2025-08-15,CABLE-USBC,57,9.99,0
2025-08-15,CASE-CLEAR,10,14.99,0
2025-08-15,CHARGER-65W,21,39.99,0
2025-08-15,GADGET-MINI,6,24.99,0
2025-08-15,GADGET-PRO,7,49.99,0
2025-08-15,SCREEN-GUARD,17,12.99,0
2025-08-15,STAND-ALU,1,29.99,0
2025-08-15,STICKER-PACK,5,4.99,1
2025-08-15,WIDGET-BLUE,15,19.99,0
2025-08-15,WIDGET-RED,30,19.99,0
2025-08-16,CABLE-USBC,89,9.99,1
2025-08-16,CASE-CLEAR,1,14.99,0
2025-08-16,CHARGER-65W,36,39.99,0
2025-08-16,GADGET-MINI,15,24.99,0
2025-08-16,GADGET-PRO,37,49.99,0
2025-08-16,SCREEN-GUARD,12,12.99,0
2025-08-16,STAND-ALU,10,29.99,0
2025-08-16,STICKER-PACK,5,4.99,0
2025-08-16,WIDGET-BLUE,33,19.99,0
2025-08-16,WIDGET-RED,36,19.99,0
2025-08-17,CABLE-USBC,41,9.99,0
2025-08-17,CASE-CLEAR,8,14.99,0
2025-08-17,CHARGER-65W,14,39.99,0
2025-08-17,GADGET-MINI,18,24.99,0
2025-08-17,GADGET-PRO,29,49.99,0
2025-08-17,SCREEN-GUARD,12,12.99,0
2025-08-17,STAND-ALU,2,29.99,0
